Great Phone,Nothing wrong with the phone and looks brand new,5.0 out of 5 stars
Exactly As Described,"I was looking for the best value per dollar when I ordered a new to me phone. Shipping was quick, and tracking was spot on. Once device arrived company had included an easy to follow “how to” to set up device. The body of the phone had slight wear on top and bottom which appears to be from its previous case. The screen of the phone and camera look to be new or near new with no imperfections. Battery life according to the phone’s diagnostics is over 80%. I’m so pleased to receive a refurbished product and it be better than I had anticipated. Thank you!",5.0 out of 5 stars
Broken,"Had phone activated for my daughter and the volume button doesn’t work - can only turn the phone up, not down; and the power button doesn’t work unless you press it towards the top of the button. When I went to exchange the phone for a different one,  it wasn’t an option I’m guessing because the price has gone up $20. That shouldn’t matter since I ordered a working phone at the original price. Not a satisfied customer.",
Awesome 😎,Very quick shipping. Arrived in near perfect condition and I am very satisfying with this purchase. Would buy again.,5.0 out of 5 stars
Awesome thanks,Thank you,5.0 out of 5 stars
Phone is locked,Phone is locked and cant be used.,
Cosmetic wise great but software had to fix it.,"The media could not be loaded.
                



 Had trouble getting it to work. Constantly crashing when set up.",
Not 100% in excellent conditions,"Even if advertised as cosmetically in excellent conditions, when I received it the phone looks more like n acceptable conditions, back camera glass is broken and it has scratches, phone works overall well , except for face recognition that is a hit or miss and there is some glare when taking a pic with the back camera .",
Works as intended,"The media could not be loaded.
                



 Got it a few days after ordering, there’s a few subtle scratches on the side and back of the phone but nothing that wouldn’t be covered with a case, came at 89% battery capacity, screen and Face ID works perfectly. Everything works as said in description.",5.0 out of 5 stars
My Son Absolutely Loves This Phone!!!,I was a little hesitant to purchase because of past experiences with phone I purchased on Amazon but this phone looks and works as expected and it is my son’s fort iPhone he is on cloud 9 thanks!!!,5.0 out of 5 stars
Love,Love it great quality,5.0 out of 5 stars
5 stars,It was exactly as described 10 out of 10,5.0 out of 5 stars
Good value,For a refurbished phone it has no issues in perfect condition,5.0 out of 5 stars
Broken phone arrived,I was under the impression that these items were tested before they were sent out. Obviously not the case because I received a phone that I can't even hear people talking.  Let's hope the replacement phone works,
iPhone purchase,Do NOT buy from this company. This phone was a piece of Junk. Barely had for 6 Mo. and my phones Wi-Fi chip melted and could not be repaired. This company is very UNsupportive. What a waste of hard earned money. This company could care less about that.,
Bad speaker,"Can’t hear out of the speaker and they want me to send it back and wait till they receive it to send another one, guess I’ll have to pay out of pocket to fix this one because it will take too long if I send it back, just won’t buy anything like this from here agin",
"Phone can in excellent condition,Was great 😊",Was a little skeptical about buying an iPhone on Amazon but the phone came in excellent condition,5.0 out of 5 stars
Works like new,"I’m satisfied with purchasing this iPhone XR for my son he loves it. Great price for a refurbished phone, no scratches and everything works just the same as a brand new phone. Thank you!",5.0 out of 5 stars
Amazing Delivery,"It delivered in 1 day but it was supposed to deliver in 4 days! Thank you so much guys, its in great condition and I love it!",5.0 out of 5 stars
Not one scratch and all good so far 😊,"The media could not be loaded.
                



 I purchased a renewed iPhone XR in excellent condition and it is indeed in excellent condition.  The phone did not have one scratch or ding or dent.  I called my mom and she could hear me fine… the sound comes clear.  The battery health was at 86% which to me for a phone that is renewed is pretty good.  I tested the facial recognition and it works perfectly.  The only thing about this XR model I don’t really like is the home button… maybe cuz it’s new to me… but it gets in the way and wish it wasn’t part of the screen screen.  Also taking a screenshot was changed …from my older dinosaur iPhone 7plus I would hit the home button with the button on the right but since xr doesn’t have it, u have to push the volume up button instead.  Overall very pleased and will update if things change over the next few months",5.0 out of 5 stars
Works well!,Purchased for a friend who was using a very old iPhone. This was a perfect upgrade for her. Works well so far.,5.0 out of 5 stars
Great phone!,"This was my teens first real phone. I chose this phone because of the battery life, storage, and extra large screen size.  My kid is a gamer but I was not going to be able to afford a good phone (necessary for safety) and a gaming device.  This has proven to be perfect for phone, gaming, and daily school needs.  My teen has been thrilled with the phone and has no complaints. It’s nice that Amazon has these options for people who don’t/can’t buy the “newest thing.”  I love the one year warranty as well.",5.0 out of 5 stars
Ok,"It works a lot better than my old phone, so I can’t really complain. However, I will note that it has some glitches. The screen doesn’t always respond to my touch, it seems to overheat quite easily, and it’s had some issues with my CarPlay. Every once in a while while using CarPlay, it switches to the speakers that are supposed to be used when you are on a phone call. I don’t know why it does this while playing music, but once I pause it and replay it, it stops. Also, it does this completely randomly, so I really don’t know what triggers it.  I also noticed that the Siri function doesn’t always go off or hear what I say properly. I haven’t had any other issues with the phone other than the slight glitches, but depending on my mood it can be quite frustrating. Seems to be an OK quality.",
Good value for money,Product was received in excellent condition,5.0 out of 5 stars
I love it,"i really liked the phone. the only little thing was the battery life wat at 84% but it is a refurbished phone. other than that, the phone is great. i got it as a gift for my 12 y/o brother and he loves it.",5.0 out of 5 stars
Issues with Face ID and Screen.,"The positives:The phone overall was great. I purchased the 256gb and it came with a 92% battery life which honestly I was even shocked by since that's 12% more than guaranteed. It ran smoothly and whatnot, everything was working, or at least I thought it was.The negatives:The Face ID is completely broken, it won't work at all. I tried multiple times but kept getting hit with the ""Face ID is not available right now, try again later"". I tried everything I could including contacting Apple Support. Apple support confirmed that the screen of the iPhone was not a genuine apple screen and was third party, which likely broke the Face ID. Also unrelated to the Face ID but about the screen still, it shut off randomly out of no where and would not turn back on. I still heard audio coming from the phone, but the screen was black... I had to do a hard reset of the phone using Find My iPhone from another device to fix it. Not that bad, but still scary.Nonetheless if you don't mind not having Face ID possibly, then this phone is nice.",
iPhone,The phone works about to what it should camera is great sound is great but the rest depends on the weather if it’s cold battery drains if it’s super warm out batter dies fast…,5.0 out of 5 stars
Not  excellent  Quality,Back of the phone was scratched up really bad.  You can tell from even further then arms Length away. Wouldn’t recommend if you want a good quality phone battery was better then advertised tho.,
screen protector with it saved me money,came with screen protector saved me 20 dollars,5.0 out of 5 stars
Great phone !!!!,"It’s a new phone. Works amazing, why pay full price?",5.0 out of 5 stars
I love it,It works perfect,5.0 out of 5 stars
Great,Works great my son loves it,
GREAT PHONE,I have had for more than one year So Far So good,5.0 out of 5 stars
Came unlocked!,I was able to pick my carrier and add it straight to my plan. No physical damages to the phone just as stated in the description.,5.0 out of 5 stars
Bad,Esta muy baja el rendimiento de la batería:(,
Great item and worth the buy.,Thank you.,5.0 out of 5 stars
Phone battery,Phone didn't come with 80% battery phone was dead and charges fast but died even faster I had to replace the battery which was like $117 this sucks basically half of what I paid for the phone spent just to fix it.,
to just see that it works as advertised premium renewed,Arrived in good condition just small scratches at face view.. but its clean and looks good,
Locked,It was locked had to send back.  Very disappointed,
Great seller,"bought the used but still play version and it’s completely fine! iphone works great, battery life has no issues. there’s absolutely mo damage or scratches to the phone to even make it look like i bought a used phone. was very easy to set up and pop my sim into the unlocked carrier. i wasn’t expecting to get a charger but seller included a very nice one with a great storage box for it. highly recommend this seller, very impressed and happy!",5.0 out of 5 stars
Screen Quality,I like the screen quality and the fast app response.,5.0 out of 5 stars
Face recognition not really working right not sure why,The overall phone is good just having trouble with the face recognition but everything else works fine,5.0 out of 5 stars
Great first iPhone,The refurbished iPhone XR is a great first phone with keyboard. This phone is simple to learn and has great photo features.,5.0 out of 5 stars
The phone is amazing,The phone works perfectly fine don’t have anything negative to say about it yet I love it,5.0 out of 5 stars
DEFECTIVE,"The phone did not let me go past the picking your region part and when I tried to reset the phone through itunes it did not work either. My friend has purchased from the same vendor and his work fine, I guess with these types of products it's a hit or miss.",
Buen estado,Todo ha funcionado muy bien.,5.0 out of 5 stars
Excelente Condiciones,"Me encanto el equipo, solo un pequeno rayoncito en el costado bajo, pero luego de eso nuevo... estoy feliz, tambien la bateria tiene un 87 % vida util, pero ya esperaba esto, osa que no fue nada de sorprenderme.Recomendado !!!",5.0 out of 5 stars
Great phone for the price. Is just like new!,Looks like new. Easy set up,5.0 out of 5 stars
This phone was exactly. as it was described.  Workes fine.,"This was a gift for my 16-year-old granddaughter, and she just loves it.  Thank You.",5.0 out of 5 stars
Cant tell between new phone or renewed one,very inpressed with the phone would for sure by again.,
It looks brand New,Yes,5.0 out of 5 stars
Phone was defective and am having a hard time getting a new one or return,Phone seemed great. Once set up and able to use we realized the phone wouldn't charge and now it's such a process with these people to get a new one or a refund. Very disappointed and discouraged,
Great!,Bought for my husband for Christmas and came in great condition with a screen protector already on and a charger,5.0 out of 5 stars
Excellent!,It arrived in excellent conditions and the price is really good too.,5.0 out of 5 stars
Didn’t come in like I wanted,I got the “like new” or excellent condition and it had scratches all over the screen the battery life wasn’t 100% and it drops calls after about 30 seconds into the calls. I don’t feel like going without a phone while driving back and forth for hours so I can’t send it back. I don’t think it was a very good purchase,
iPhone XR,I purchased this phone barely a month ago and so far I have had no problems with it and I especially like the face recognition application,5.0 out of 5 stars
Everything works great so far ….,Everything works great so far!,5.0 out of 5 stars
Arrived on time and works,Screen quality is good for an XR,
"Great deal, great price, great phoe.",I like the whole deal.,5.0 out of 5 stars
Amazing,"Good product, worth the price. 8.5/10",5.0 out of 5 stars
Brand new condition,I bought this for my daughter for Christmas. I was not disappointed. It is in excellent brand new condition and works great. She was so happy with it.,5.0 out of 5 stars
Great condition,Love my phone no problems got my monies worth everything works fine was a bit skeptical but I recommend this anytime,
No funciona al 100,"El audio de las llamadas no funciona , solo funciona en altavoz.",
broken phone,"Welp they sent me a broken phone, I also got the excellent quality so I expected it to work. This is my second time ordering and the first was perfect but this time it just doesn’t work. I don’t recommend this product anymore I’m sorry :(",
Great phone,Me personally I love the phone it came earlier than expected and it didnt even have a scratch its like brand new . I highly recommend this product .,5.0 out of 5 stars
Great,In excellent condition love it and cheap too !!,5.0 out of 5 stars
Speaker static and Sleep button jammed,"Horrible experience with the renewal program and its sellers. I paid extra for the premium renewal, and the phone came out worst than the regular renewal.First problem: the stereo receiver speaker is experiencing much static noise on medium to high volume. The moment you make a phone call, you can hear the static and cant hear the person clearly.Second problem: The side button is not clicking and getting jammed.I understand this is a refurbished iPhone, and that might not be perfect, but amazon promise that these phones inspect for convenience.This is supposed to be a grade-A renewal phone that Amazon thoroughly checked. I don't recommend amazon renewal programs for mobiles phone.",
its a very good iphone for its price and worth it,phone came very fast and its like brand new worth it for the price,5.0 out of 5 stars
Love,I love this product bought for my mother in law and wirks amazing would buy again,5.0 out of 5 stars
Device came in great cosmetic condition. Overall very pleased.,Device came in fantastic condition. And is fully functional and unlocked for all carriers. Only minor complaint is that the rear camera has a small grey spot when taking photos. Battery health shows 85% which is great.  (Anything under 80% is considered a bad battery. ) Very happy with the purchase for the price. Would purchase again definitively.,5.0 out of 5 stars
Ok,The charger that came with the telephone only worked for one hour,
"Great older iPhone, in excellent condition","I have been using this iphone for almost 2 months, and I absolutely positively love it. Wanted to wait and write a review until I had the phone for a bit to really fairly access it’s functionality. Face ID cosmetic condition user interface operating system, all functioning beautifully. When I received the phone it had a 90% battery which it still has and battery life is excellent including standby. I recommend this phone to anybody that wants a great iPhone without breaking the bank and getting one in like new condition.",5.0 out of 5 stars
It’s working excellent ✨🤝,I just love it 😍,5.0 out of 5 stars
